CUSTOMER_NUMBER,AGE,TENURE_DAYS,PRODUCT_COUNT,CA_BALANCE_MEAN,CA_BALANCE_TREND,CA_BALANCE_STD,TD_BALANCE_MEAN,LOAN_AMOUNT_MEAN,LOAN_TREND,NET_WORTH_PROXY,IF_SCORE,LOF_SCORE,RISK_SCORE,RISK_LEVEL,REASONS
638255,18.751540041067763,175,2,1183858.85,-438077.11,899081.833143252,0.0,0.0,0.0,1183858.85,0.14649459204957693,-1.041460236412631,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -438,077/tháng)"
71955,51.02532511978097,293,2,0.0,0.0,0.0,93010752.68833333,100000000.0,0.0,-6989247.311666667,-0.013737215856619689,-1.0480134825239757,1,Low Risk,ML-detected anomaly (no specific rule triggered)
717935,34.458590006844624,197,2,3373393.8128571426,-2096963.9432142854,7378326.371174031,0.0,274995000.0,-8335000.0,-271621606.18714285,0.14325217559231812,-0.9915733424017995,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -2,096,964/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 7,378,326 VND)"
405131,33.14168377823409,362,1,5863048.864999999,-4374137.027142858,12496797.2503903,0.0,0.0,0.0,5863048.864999999,0.018048943063044054,-1.1768212106768838,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -4,374,137/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 12,496,797 VND)"
260259,49.51403148528405,146,2,84371.0625,24072.309,38374.02401460601,0.0,1933333334.0,-33333333.0,-1933248962.9375,0.11109399178849239,-1.3231362413242658,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,933,248,963 VND"
885569,47.115674195756334,146,2,5284074.642,4209463.479,7439005.709785775,0.0,2828198499.999995,0.0,-2822914425.357995,0.046619498936400716,-1.231502522854011,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 7,439,006 VND) | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -2,822,914,425 VND"
956557,32.71731690622861,169,2,359634.19,94568.54628571428,178943.2503192351,0.0,900000000.0,-68571428.57142858,-899640365.81,0.1263648965085773,-1.0016355513675037,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -899,640,366 VND"
104548,32.78302532511978,258,2,9352000.24,-585412.0200000001,4145511.383780136,0.0,170000000.0,0.0,-160647999.76,0.14791605228198507,-1.0361807018091516,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -585,412/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,145,511 VND)"
295144,30.206707734428473,247,2,17047242.20375,4098418.611547619,10084211.883122072,0.0,0.0,0.0,17047242.20375,0.08087478332295767,-1.0229108350692957,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 10,084,212 VND)"
898375,40.99931553730322,253,2,1448160.0175,-265080.20238095237,934328.2086718855,0.0,1377601611.1111107,104050166.66666636,-1376153451.0936108,0.04689978691781105,-1.0403408491063595,1,Low Risk,"Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (104,050,167/tháng), dư nợ hiện tại: 1,377,601,611 VND | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,376,153,451 VND"
915771,71.4715947980835,223,2,6693658.2125,2089345.9683333337,5162051.349350592,364516129.0325,0.0,0.0,371209787.245,0.01921569979180293,-1.2682616509299025,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 5,162,051 VND)"
628407,69.35523613963039,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040487783434516644,-1.8198842702850502,1,Low Risk,ML-detected anomaly (no specific rule triggered)
947329,49.738535249828885,96,2,865076.8133333334,-993181.115,1136624.759311519,0.0,0.0,0.0,865076.8133333334,0.13809239650934418,-1.0635851146905204,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -993,181/tháng)"
573070,25.973990417522245,254,2,388001.11875,22803.72154761905,167140.5518042391,0.0,894163000.0,-6112000.0,-893774998.88125,0.10717971897737677,-0.9886997457351578,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -893,774,999 VND"
123672,22.368240930869266,154,2,1226722.774,-464890.096,1350898.2397287178,0.0,0.0,0.0,1226722.774,0.15423231077553312,-1.023083764250382,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -464,890/tháng)"
745518,39.397672826830934,133,2,106704.93,16764.409999999996,41776.473356554,0.0,1099020000.0,-13320000.0,-1098913295.07,0.15249762323886967,-1.3694048666951937,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,098,913,295 VND"
197352,34.5927446954141,337,2,2392753.265,-1042047.0065714287,4730481.216046159,0.0,655781817.2857143,-63163637.03571428,-653389064.0207143,0.09105135036412332,-1.107661962915463,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,042,047/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,730,481 VND)"
395399,35.657768651608485,174,2,6211952.076666667,-3524128.7308571427,7839803.112280605,0.0,0.0,0.0,6211952.076666667,0.10657564425240595,-1.1842437794271894,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -3,524,129/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 7,839,803 VND)"
640932,56.99931553730322,200,3,1225917.0528571426,319441.3289285714,1255200.7754731071,0.0,568858285.7142857,-10523428.57142857,-567632368.6614286,-0.030144908927835612,-1.4117676404332264,1,Low Risk,ML-detected anomaly (no specific rule triggered)
758932,36.99931553730322,182,2,7228930.899999999,-1473339.5845714286,3841423.5632105395,0.0,370000000.0,0.0,-362771069.1,0.15495626814319025,-1.0247773978384007,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,473,340/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 3,841,424 VND)"
453477,36.11772758384668,116,2,286462.7866666667,-19940.92,80791.06402437421,0.0,1046250000.0,-2500000.0,-1045963537.2133334,0.11647433052324474,-0.9870402188529559,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,045,963,537 VND"
830012,39.34839151266256,154,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03106356862837334,-2.135585791825237,1,Low Risk,ML-detected anomaly (no specific rule triggered)
934763,56.57221081451061,204,2,5831621.048571429,449741.732142857,3998856.684736503,0.0,1852500000.0,-32500000.0,-1846668378.9514287,0.09514392224442186,-1.3655427920308039,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 3,998,857 VND) | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,846,668,379 VND"
66143,52.0082135523614,126,3,834896.104,176110.896,393795.9350343958,837419354.838,1400000000.0,0.0,-561745749.058,-0.07773045565992132,-1.378450259804551,1,Low Risk,ML-detected anomaly (no specific rule triggered)
70201,40.99931553730322,229,2,6581928.418571428,1249294.815,4222766.847856927,0.0,0.0,0.0,6581928.418571428,0.13781457993281543,-1.023903969302985,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,222,767 VND)"
243274,60.91170431211499,111,1,75530.2675,-16412.409,21575.559064866855,0.0,0.0,0.0,75530.2675,0.10846763363499906,-2.331297157016765,1,Low Risk,ML-detected anomaly (no specific rule triggered)
756399,32.394250513347025,201,3,1559093.1357142855,411081.93642857147,1381307.6948439686,0.0,786665000.0,-4445000.0,-785105906.8642857,0.05140344855755974,-1.0475666654398008,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -785,105,907 VND"
779586,42.74058863791923,214,1,10998380.644285712,2987626.0371428565,6551409.309818861,0.0,0.0,0.0,10998380.644285712,0.06141084062913171,-1.0417475653470885,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 6,551,409 VND)"
156734,31.42505133470226,350,2,337490.145,56374.37720279722,237500.06176803133,0.0,289887500.0,26147377.622377623,-289550009.855,0.13369022899485167,-2.5696978430931408,1,Low Risk,ML-detected anomaly (no specific rule triggered)
996646,45.045859000684466,193,2,1302328.2283333333,-470565.00485714286,1361994.881708931,0.0,0.0,0.0,1302328.2283333333,0.15610069118531106,-1.0505756336939605,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -470,565/tháng)"
562256,36.251882272416154,147,2,194433.772,10933.432,22345.50593478072,0.0,1480418000.0,-9791000.0,-1480223566.228,0.09544850235750052,-1.0698413580860484,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,480,223,566 VND"
226317,26.704996577686515,345,2,0.0,0.0,0.0,0.0,488857.0,0.0,-488857.0,-0.019995562877927253,-1.2600542915972075,1,Low Risk,ML-detected anomaly (no specific rule triggered)
260725,23.304585900068446,69,2,38341843.403333336,21059792.825000003,23438638.52650713,0.0,552223000.0,-7776999.999999999,-513881156.5966667,0.05099051625263873,-1.0799250816538901,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 23,438,639 VND)"
37337,41.48117727583847,303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016239151936389473,-1.3943639015874618,1,Low Risk,"Tài khoản ""ma"": Khách hàng tenure dài (303 ngày) nhưng gần như không sử dụng sản phẩm"
404944,23.863107460643395,63,2,1783641.2850000001,-1669624.6300000001,1180602.8979090806,0.0,0.0,0.0,1783641.2850000001,0.12612358295367787,-1.0820883662546454,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,669,625/tháng)"
249164,26.409308692676248,232,2,13994935.684820008,-6667580.812410004,30316161.70487834,0.0,2366873500.0,-8751000.0,-2352878564.31518,0.0126096318417388,-1.0526228159005593,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -6,667,581/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 30,316,162 VND) | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -2,352,878,564 VND"
245052,63.80287474332649,207,3,3547.087142857143,2660.315357142857,9384.710458674639,329523809.52428573,290000000.0,0.0,39527356.61142862,-0.028181188651699496,-1.1516046586026758,1,Low Risk,ML-detected anomaly (no specific rule triggered)
944004,27.906913073237508,96,2,2307165.163333333,-1829682.1449999998,1854753.1261331222,0.0,0.0,0.0,2307165.163333333,0.13364435441636663,-1.0309743344210096,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,829,682/tháng)"
878401,66.05065023956195,53,2,57523.225,115046.45,81350.12494643907,590107526.885,0.0,0.0,590165050.11,0.0653245488161559,-1.6738408402117853,1,Low Risk,ML-detected anomaly (no specific rule triggered)
838271,54.81998631074607,82,2,612201.49,-676337.3600000001,478242.7336258073,0.0,0.0,0.0,612201.49,0.13442937270644145,-1.0529912705502584,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -676,337/tháng)"
603378,42.31895961670089,69,2,157807.26499999998,-307274.41,217275.81899609548,0.0,37333334.0,-4666666.0,-37175526.735,0.13892101569676918,-1.5326228459389009,1,Low Risk,ML-detected anomaly (no specific rule triggered)
242475,34.44216290212184,138,2,732929.4433333334,-441816.12999999995,472087.3379883287,0.0,0.0,0.0,732929.4433333334,0.17050880803899487,-1.0308408181350694,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -441,816/tháng)"
98755,41.29774127310061,89,2,271590.86,-409684.94,289690.99922400387,0.0,0.0,0.0,271590.86,0.1619152970010021,-1.0098024664672574,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -409,685/tháng)"
158870,37.73579739904175,239,2,5192485.906666667,-1592993.5257142857,3372690.090828888,0.0,0.0,0.0,5192485.906666667,0.1286205197799306,-1.2004371535073162,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,592,994/tháng)"
170558,34.65571526351814,364,2,6535085.094166666,-150437.40569930067,4651332.879989757,0.0,0.0,0.0,6535085.094166666,0.11204418165997398,-1.1718319142966203,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,651,333 VND)"
8567,40.90622861054072,139,2,6900033.858,-6388965.858,14286161.964413268,175483870.968,0.0,0.0,182383904.826,0.02893699878185818,-1.0490582877115031,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -6,388,966/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 14,286,162 VND)"
85835,28.93908281998631,291,1,561324.4175,-598630.101,997716.8350000001,0.0,0.0,0.0,561324.4175,0.10478920597066121,-1.025396594066446,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -598,630/tháng)"
63614,42.997946611909654,55,2,88333.33499999999,23333.33,16499.15587066351,0.0,997222500.0,-5555000.0,-997134166.665,0.14248956479776564,-1.0583755856090007,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -997,134,167 VND"
842255,18.05612594113621,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07886350085693561,-2.1882969577855427,1,Low Risk,ML-detected anomaly (no specific rule triggered)
92061,43.058179329226554,135,2,14212104.95882001,-13503168.95882001,30194003.7035866,34392039.32,0.0,0.0,48604144.27882001,0.006427260453625405,-1.029154369135991,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -13,503,169/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 30,194,004 VND)"
70825,35.84941820670773,131,2,2096390.45,-168486.83800000005,3842926.858699666,94387096.774,0.0,0.0,96483487.224,0.08873408332962657,-1.3992116149773532,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 3,842,927 VND)"
857520,28.566735112936346,352,1,0.0,0.0,0.0,667741935.48,0.0,0.0,667741935.48,0.03792929028300507,-1.1929588618708649,1,Low Risk,"Tài khoản ""ma"": Khách hàng tenure dài (352 ngày) nhưng gần như không sử dụng sản phẩm"
833662,48.668035592060235,341,2,329534.3308333333,-2863.7901048951035,209151.1994541627,0.0,800000000.0,0.0,-799670465.6691667,0.08766484233188898,-1.007003006135133,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -799,670,466 VND"
884035,27.641341546885695,251,2,5513733.225,-581089.8666666666,4173635.8965471652,0.0,0.0,0.0,5513733.225,0.1406804392440581,-1.0558863877907467,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -581,090/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,173,636 VND)"
584889,24.303901437371664,162,2,633789.756,-431598.362,808465.3360933103,0.0,0.0,0.0,633789.756,0.16264880812502908,-1.0026457657086918,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -431,598/tháng)"
33176,18.732375085557837,161,2,453978.7075,-540472.449,900787.415,0.0,0.0,0.0,453978.7075,0.14605344813589904,-1.0466281052251558,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -540,472/tháng)"
944824,24.955509924709105,338,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007563310177255533,-1.0155605362318645,1,Low Risk,"Tài khoản ""ma"": Khách hàng tenure dài (338 ngày) nhưng gần như không sử dụng sản phẩm"
308683,47.37577002053388,345,2,285489.97833333333,-21909.528111888114,333395.85078068654,0.0,992246800.0,144511200.0,-991961310.0216666,0.03111489714106186,-1.2131906435038626,1,Low Risk,"Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (144,511,200/tháng), dư nợ hiện tại: 992,246,800 VND | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -991,961,310 VND"
719405,31.378507871321013,231,2,2693551.2737499997,197935.05511904764,5347011.191842445,0.0,270625000.0,-10773809.523809524,-267931448.72625,0.15684732187221762,-1.177879026645907,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 5,347,011 VND)"
182329,43.48254620123203,291,2,451037.77,35620.03915151516,508084.6449024989,0.0,891000000.0,-2000000.0,-890548962.23,0.16810067214886393,-1.105907247578575,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -890,548,962 VND"
596281,35.90143737166324,50,2,72664.87,65329.740000000005,46195.10216715405,0.0,1500000000.0,0.0,-1499927335.13,0.14141166657993692,-1.1260687518946153,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,499,927,335 VND"
733514,37.30595482546201,200,2,12280490.793442864,-6068173.532582147,25436411.260481242,0.0,328571428.5714286,17857142.857142854,-316290937.77798575,0.029554919182380845,-1.0195457375458579,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -6,068,174/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 25,436,411 VND)"
533162,29.308692676249144,308,3,0.0,0.0,0.0,35714427.42,36123863.0,-1750356.0,-409435.5799999982,-0.0657974545630815,-1.4152773640570242,1,Low Risk,ML-detected anomaly (no specific rule triggered)
372821,31.123887748117728,359,2,2522467.6458333335,-94855.83465034964,4822489.259506427,0.0,427500000.0,-7972027.972027972,-424977532.3541667,0.02786363567493355,-1.075068515633308,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,822,489 VND) | Số lượng khoản vay bất thường: 3 khoản vay đồng thời"
78340,34.5845311430527,91,2,150924.69666666666,74562.145,86006.68136758349,0.0,791666000.0,-8334000.0,-791515075.3033333,0.16087657796247623,-1.1051332373284415,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -791,515,075 VND"
725516,35.611225188227245,105,2,117888.005,31308.079999999998,51932.68550837742,0.0,991666000.0,-5556000.0,-991548111.995,0.16369668888675348,-1.0650114479760338,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -991,548,112 VND"
337085,28.060232717316907,89,2,3911528.4466666672,597364.79,4550953.233479542,0.0,494792000.0,-5208000.0,-490880471.55333334,0.1455818611032091,-1.2883439788735052,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,550,953 VND)"
522579,40.99931553730322,214,2,189561.19,17862.75857142857,64490.7607279128,0.0,1075709285.7142856,39522142.85714286,-1075519724.5242856,0.08805722162304724,-1.0101687847428278,1,Low Risk,"Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (39,522,143/tháng), dư nợ hiện tại: 1,075,709,286 VND | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,075,519,725 VND"
815700,50.888432580424364,217,2,4138489.12875,2273429.4063095236,7852242.122003952,472232306.34125,0.0,0.0,476370795.47,0.024084959149354046,-1.2767595595647934,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 7,852,242 VND)"
208265,62.997946611909654,264,2,12679014.147777777,-1654182.1901666669,5504277.609440486,0.0,270000000.0,0.0,-257320985.85222223,0.10555904001614957,-1.1026221760622827,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,654,182/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 5,504,278 VND)"
173517,58.997946611909654,301,2,0.0,0.0,0.0,304161290.323,0.0,0.0,304161290.323,0.017446482414992137,-2.11447653770754,1,Low Risk,ML-detected anomaly (no specific rule triggered)
655982,42.431211498973305,201,2,7626883.154285714,-2764685.3728571427,6643681.227595676,0.0,580000000.0,0.0,-572373116.8457143,0.13519702496904484,-1.0014131529244172,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -2,764,685/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 6,643,681 VND)"
6501,31.99726214921287,274,2,2555469.263333333,-602488.2846666666,2966286.0229390697,0.0,0.0,0.0,2555469.263333333,0.1486482678801419,-1.149917018380949,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -602,488/tháng)"
483477,38.997946611909654,151,3,1502490.92,-135695.437,360076.9507762773,49807110.968,593332000.0,-3334000.0,-542022398.112,-0.004651250812285679,-0.9686265707488946,1,Low Risk,ML-detected anomaly (no specific rule triggered)
842629,36.03832991101985,247,3,51612.9,0.0,0.0,0.0,23065729.0,0.0,-23014116.1,0.018853504662743603,-1.76749891027902,1,Low Risk,ML-detected anomaly (no specific rule triggered)
191562,27.21697467488022,127,2,873674.5525,957148.543,1577165.6025295523,0.0,2789188000.0,-7208000.0,-2788314325.4475,0.0804093037307298,-1.0440405285751915,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -2,788,314,325 VND"
341455,58.001368925393564,314,2,367816.211,-46262.28672727274,424252.80038026965,0.0,965912500.0,-7575000.0,-965544683.789,0.1350605752023296,-1.0653073697530662,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -965,544,684 VND"
566685,43.31006160164271,223,2,983901.72125,331958.99749999994,910869.3146224353,0.0,788180000.0,-8520000.0,-787196098.27875,0.17044532006655377,-1.004839917821474,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -787,196,098 VND"
362424,42.926762491444215,250,2,4689434.616666667,-1361621.554166667,5589296.4391110735,0.0,366668000.0,-8333000.0,-361978565.3833333,0.14797099999121238,-1.048413761228176,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,361,622/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 5,589,296 VND)"
362568,42.93223819301848,35,2,516774.195,233548.39,165143.65030420048,0.0,900000000.0,0.0,-899483225.805,0.09565475800931372,-1.0601174343128128,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -899,483,226 VND"
533884,28.309377138945926,56,1,501025.0,-999050.0,706435.0297444203,0.0,0.0,0.0,501025.0,0.08887400430135517,-1.3590052144420213,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -999,050/tháng)"
575127,32.153319644079396,159,2,2306315.3400000003,1596312.6537142857,4132114.9028911004,0.0,577856000.0,-31572000.0,-575549684.66,0.12021154634873338,-1.290144131430345,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,132,115 VND)"
316542,34.997946611909654,207,1,0.0,0.0,0.0,969670.2385714286,0.0,0.0,969670.2385714286,0.08000295634211257,-1.4940505463704574,1,Low Risk,ML-detected anomaly (no specific rule triggered)
356361,50.98699520876112,310,1,8196830.448181817,-3636685.5257272734,18018201.8224577,0.0,0.0,0.0,8196830.448181817,0.028237543119744024,-0.9959598873920301,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -3,636,686/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 18,018,202 VND)"
525927,28.605065023956193,358,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06924107707834332,-1.0916631356143651,1,Low Risk,"Tài khoản ""ma"": Khách hàng tenure dài (358 ngày) nhưng gần như không sử dụng sản phẩm"
957043,19.030800821355236,184,2,1820163.1849999998,-534871.6042857142,2875554.022925817,0.0,0.0,0.0,1820163.1849999998,0.14239679635251157,-1.0495878873488713,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -534,872/tháng)"
358177,55.8631074606434,254,2,211524.51375,68681.10678571428,216192.27739999676,0.0,980225000.0,-5650000.0,-980013475.48625,0.15548701760494632,-1.034329882933306,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -980,013,475 VND"
728186,35.21149897330596,307,1,25000.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.09696880851517398,-1.1360885066635091,1,Low Risk,"Tài khoản ""ma"": Khách hàng tenure dài (307 ngày) nhưng gần như không sử dụng sản phẩm"
533084,27.24435318275154,22,2,836612.9,0.0,0.0,0.0,1200000000.0,0.0,-1199163387.1,0.10163011237295083,-1.451762757866058,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,199,163,387 VND"
61859,81.65639972621491,155,1,2362721.6983333332,374079.6871428572,1069021.749413297,0.0,0.0,0.0,2362721.6983333332,0.06420745961745128,-1.5791191227496542,1,Low Risk,ML-detected anomaly (no specific rule triggered)
430786,50.12457221081451,152,2,196924.878,10697.052000000003,20957.466929148894,0.0,1485910000.0,-7045000.0,-1485713075.122,0.14181188952759144,-1.1602346323238932,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,485,713,075 VND"
847740,25.998631074606433,342,4,577565.9863636364,-38472.79118181819,369077.4937170659,33367814.867272723,435454545.45454544,-2590909.090909091,-401509164.60090905,-0.07304150255729402,-1.052674604931688,1,Low Risk,ML-detected anomaly (no specific rule triggered)
762976,33.998631074606436,310,2,2430235.1709999996,1070976.0583636363,5821316.587006478,0.0,0.0,0.0,2430235.1709999996,0.13924562551047648,-1.096052923637765,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 5,821,317 VND)"
803402,53.333333333333336,232,2,1651189.52875,-140258.28845238098,4555020.982608357,469082350.40999997,0.0,0.0,470733539.93874997,0.053907280983643835,-1.1780432082332801,1,Low Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,555,021 VND)"
280938,28.0,167,2,2584572.474,-1001663.2239999999,1711734.270658112,0.0,0.0,0.0,2584572.474,0.1498945331204845,-1.044325902648698,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,001,663/tháng)"
597057,37.48665297741273,317,2,234875.29900000003,19138.268181818185,67951.21985615458,0.0,966241000.0,-7502000.0,-966006124.701,0.1005286138836381,-1.0582184828526027,1,Low Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -966,006,125 VND"
993901,23.479808350444902,144,2,1449242.3699999999,-935938.3910000001,1552636.5371204778,0.0,0.0,0.0,1449242.3699999999,0.147175539659743,-1.0148758229190298,1,Low Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -935,938/tháng)"
317203,38.83915126625599,310,3,1548012.966,59597.95612121211,361270.886480839,35108609.807,16827161.333333332,-3329629.4,19829461.439666662,-0.007375896615586464,-0.9568211488387279,1,Low Risk,ML-detected anomaly (no specific rule triggered)
